"","Turkmenistan","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Spain","South Africa","Singapore","Slovakia","Slovenia","Saudi Arabia","Sao Tome and Principe","Russian Federation","Romania","Zimbabwe","Qatar","Guinea-Bissau","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Niger","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands","Nepal","Republic of Moldova","Micronesia (Federated States of)","Mozambique","Morocco","Mongolia","Mexico","Mauritius","Mauritania","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Faroe Islands","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Solomon Islands","Belize","Aruba","Brazil","Bolivia (Plurinational State of)","Bangladesh","Barbados","Austria","Australia","Argentina","Angola","Algeria","Albania","Afghanistan"
"Kuwait","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Republic of Korea","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Democratic People's Republic of Korea","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Cambodia","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Kenya","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Kyrgyzstan","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Jordan","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Japan","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Jamaica","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Kazakhstan","  0.0000","   0.00","    0.00000","5.614602e-01"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.213747","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.3185783","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.6989662","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Côte d'Ivoire","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Italy","110.1343","   0.00"," 7984.73476","4.732627e+04"," 0.00000","0"," 700.1393","0.000000e+00","0.000000","574.271564","267.46895"," 23.600201","0"," 0.000000","18534.0247","0","   0.0000","0","0.000000e+00"," 7.866734","0.000000","    0.00","   0.000","0","86.53407","0","0","0","0","0.000000","0","0.0000000","  967.608252","   0.000","0.0000000","0","    0.0000","  188.8016","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","141.6012","0","     0.0000"," 0.00000","0","283.202415","     0.0","    0.000","0.000000e+00","0","3351.2285784","25275.81555","0.000000","0","0","0","1675.614289"," 0.0000","322.5361","2.310460e+04","0","0","1.882509e+04","0.000000","0.000000","0","31.4669350","0","     0.0","0","0","30326.259","0.0000000","660.8056","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","   196.6683","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","  9385.0134"," 0.0000","0","  0.0000","0","0","0"
"Israel","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Ireland","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Iraq","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Iran (Islamic Republic of)","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Indonesia","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"India","  0.0000","   0.00"," 2099.66394","0.000000e+00"," 0.00000","0","7494.3757","0.000000e+00","9.290548","  0.000000","  0.00000","384.009335","0"," 0.000000","    0.0000","0"," 198.1984","0","0.000000e+00"," 0.000000","3.096849","    0.00","   0.000","0"," 0.00000","0","0","0","0","6.193699","0","0.0000000","    3.096849"," 123.874","0.0000000","0","    0.0000","    0.0000","0","0","343.7503","0.0000000","0","0","   40.25904","  0.0000","   0.00","0","0","0","0.000000e+00","0","0"," 548.1424","5701.29988","6460.028","0","    9.290548","0.0000000","0.000000","15.48425","0","  0.0000","0","     0.0000"," 0.00000","0","  6.193699","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   3.096849","12.3874","  0.0000","5.921176e+03","0","0","3.147947e+04","0.000000","9.290548","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","  687.5006","0","150540.9498","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","   30.96849","0","     0.0000","24.7748","0","  0.0000","0","0","0"
"Iceland","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Croatia","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Hungary","  0.0000","   0.00","   20.03661","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","458.530164"," 26.00906","  0.000000","0"," 0.000000","  196.7056","0","   0.0000","0","0.000000e+00","10.210966","0.000000","    0.00","   0.000","0","47.58695","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","   804.3544"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0"," 244.8705203","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","1.527792e+02","0","0","1.348618e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","  6777.3841"," 0.0000","0","  0.0000","0","0","0"
"China, Hong Kong SAR","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Honduras","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
